"","ID","Traffic Volume Count Location  Address","Street","Date of Count","Total Passing Vehicle Volume","Vehicle Volume By Each Direction of Traffic","Location","geometry"
"1141",458,"1828 West","Chicago Ave","11/14/2006",17400,"East Bound: 9000 / West Bound: 8400","(41.895971, -87.67335)",c(-87.67335, 41.895971)
"1142",1348,"421 South","La Salle St","11/08/2006",2100,"South Bound: 2100/ Oneway South Bound","(41.876358, -87.631755)",c(-87.631755, 41.876358)
"1143",852,"4308 North","Austin Ave","08/23/2006",19500,"North Bound: 10300 / South Bound: 9200","(41.9588, -87.776967)",c(-87.776967, 41.9588)
"1144",935,"4240 West","Irving Park Rd","08/24/2006",37100,"East Bound: 17500 / West Bound: 19600","(41.953576, -87.734092)",c(-87.734092, 41.953576)
"1145",302,"660 West","Marquette Rd","04/27/2006",19900,"East Bound: 9400 / West Bound: 10500","(41.772514, -87.641987)",c(-87.641987, 41.772514)
"1146",933,"4710 West","Fullerton Ave","08/17/2006",37400,"East Bound: 19700 / West Bound: 17700","(41.924266, -87.74431)",c(-87.74431, 41.924266)
"1147",405,"1463 West","Montrose Ave","10/24/2006",16700,"East Bound: 8100 / West Bound: 8600","(41.961614, -87.667445)",c(-87.667445, 41.961614)
"1148",648,"3649 North","Cumberland Ave","11/14/2006",39400,"North Bound: 19100 / South Bound: 20300","(41.946244, -87.836483)",c(-87.836483, 41.946244)
"1149",792,"667 North","Sacramento Ave","10/09/2006",21400,"North Bound: 11100 / South Bound: 10300","(41.893745, -87.70215)",c(-87.70215, 41.893745)
"1150",607,"4637 South","California Ave","08/22/2006",20800,"North Bound: 10600 / South Bound: 10200","(41.80897, -87.694224)",c(-87.694224, 41.80897)
"1151",334,"2380 West","Harrison St","03/28/2006",5300,"East Bound: 2400 / West Bound: 2900","(41.87389, -87.686234)",c(-87.686234, 41.87389)
"1152",234,"1340 South","Racine Ave","03/22/2006",5400,"North Bound: 2500 / South Bound: 2900","(41.864029, -87.656597)",c(-87.656597, 41.864029)
"1153",357,"637 South","Dearborn St","09/19/2006",7800,"North Bound: 7800 / / Oneway North Bound","(41.873925, -87.62919)",c(-87.62919, 41.873925)
"1154",126,"9520 South","Vincennes Ave","03/21/2006",12500,"North Bound: 6300 / South Bound: 6200","(41.720798, -87.650838)",c(-87.650838, 41.720798)
"1155",265,"1439 West","47th St","03/29/2006",16000,"East Bound: 7800 / West Bound: 8200","(41.808649, -87.661622)",c(-87.661622, 41.808649)
"1156",268,"1048 East","47th St","04/27/2006",17200,"East Bound: 8800 / West Bound: 8400","(41.809607, -87.599776)",c(-87.599776, 41.809607)
"1157",7,"240 East","71st St","02/28/2006",18300,"East Bound: 9000 / West Bound: 9300","(41.765644, -87.618476)",c(-87.618476, 41.765644)
"1158",323,"3036 East","83rd Pl","03/28/2006",1300,"East Bound: 500 / West Bound: 800","(41.743472, -87.550548)",c(-87.550548, 41.743472)
"1159",148,"6840 South","Stony Island Ave","03/14/2006",52500,"North Bound: 24700 / South Bound: 27800","(41.769698, -87.586238)",c(-87.586238, 41.769698)
"1160",988,"4900 North","Marine Dr","09/18/2006",6500,"North Bound: 2600 / South Bound: 3900","(41.971671, -87.650428)",c(-87.650428, 41.971671)
"1161",863,"1710 North","Central Ave","10/26/2006",20400,"North Bound: 10200 / South Bound: 10200","(41.911538, -87.765585)",c(-87.765585, 41.911538)
"1162",158,"9604 South","Beverly Ave","05/09/2006",20300,"North Bound: 10100 / South Bound: 10200","(41.719205, -87.662247)",c(-87.662247, 41.719205)
"1163",373,"2124 West","Ogden Ave","05/09/2006",22700,"East Bound: 11900 / West Bound: 10800","(41.869995, -87.679727)",c(-87.679727, 41.869995)
"1164",545,"210 South","Kedzie Ave","10/09/2006",15500,"North Bound: 7500 / South Bound: 8000","(41.878056, -87.706035)",c(-87.706035, 41.878056)
"1165",296,"120 East","Cermak Rd","05/02/2006",15800,"East Bound: 6300 / West Bound: 9500","(41.852881, -87.622835)",c(-87.622835, 41.852881)
"1166",390,"11867 South","Vincennes Ave","08/23/2006",7000,"North Bound: 3300 / South Bound: 3700","(41.677875, -87.671582)",c(-87.671582, 41.677875)
"1167",95,"4709 South","Archer Ave","03/08/2006",27800,"North Bound: 13600 / South Bound: 14200","(41.807818, -87.714468)",c(-87.714468, 41.807818)
"1168",869,"7729 West","Devon Ave","08/15/2006",19300,"East Bound: 10000 / West Bound: 9300","(41.996885, -87.8202)",c(-87.8202, 41.996885)
"1169",219,"907 East","103rd St","03/22/2006",17800,"East Bound: 10200 / West Bound: 7600","(41.707533, -87.600985)",c(-87.600985, 41.707533)
"1170",474,"3933 West","63rd St","08/15/2006",24000,"East Bound: 12100 / West Bound: 11900","(41.778674, -87.721655)",c(-87.721655, 41.778674)
"1171",1264,"4006 South","Dr Martin Luther King Jr Dr","10/16/2006",19400,"North Bound: 9800 / South Bound: 9600","(41.821807, -87.616942)",c(-87.616942, 41.821807)
"1172",966,"4034 North","Broadway","08/29/2006",13000,"North Bound: 6200 / South Bound: 6800","(41.955468, -87.651123)",c(-87.651123, 41.955468)
"1173",513,"3914 West","Division St","11/13/2006",16900,"East Bound: 8000 / West Bound: 8900","(41.902686, -87.724565)",c(-87.724565, 41.902686)
"1174",827,"9463 West","Higgins Rd","08/16/2006",32100,"East Bound: 16600 / West Bound: 15500","(41.988761, -87.854842)",c(-87.854842, 41.988761)
"1175",1139,"34 North","Pulaski Rd","10/04/2006",23500,"North Bound: 12300 / South Bound: 11200","(41.881938, -87.725706)",c(-87.725706, 41.881938)
"1176",712,"1231 North","Western Ave","09/01/2006",38100,"North Bound: 19400 / South Bound: 18700","(41.903947, -87.687051)",c(-87.687051, 41.903947)
"1177",1113,"630 North","Kedzie Ave","10/09/2006",14900,"North Bound: 7400 / South Bound: 7500","(41.892841, -87.706475)",c(-87.706475, 41.892841)
"1178",434,"7430 West","Talcott Ave","10/11/2006",12300,"East Bound: 6500 / West Bound: 5800","(41.988619, -87.812789)",c(-87.812789, 41.988619)
"1179",892,"5842 West","Irving Park Rd","08/24/2006",35300,"East Bound: 17000 / West Bound: 18300","(41.953095, -87.773638)",c(-87.773638, 41.953095)
"1180",1032,"5124 West","Lake St","10/19/2006",11400,"East Bound: 5600 / West Bound: 5800","(41.887117, -87.753983)",c(-87.753983, 41.887117)
"1181",680,"5659 North","Northwest Hwy","08/22/2006",9900,"North Bound: 4900 / South Bound: 5000","(41.984243, -87.784632)",c(-87.784632, 41.984243)
"1182",571,"3815 West","Devon Ave","08/09/2006",27100,"East Bound: 13600 / West Bound: 13500","(41.997256, -87.724713)",c(-87.724713, 41.997256)
"1183",1149,"2035 South","State St","11/07/2006",18500,"North Bound: 10900 / South Bound: 7600","(41.854398, -87.627117)",c(-87.627117, 41.854398)
"1184",747,"162 North","Franklin St","11/07/2006",16800,"North Bound: 16800 / / Oneway North Bound","(41.884874, -87.635389)",c(-87.635389, 41.884874)
"1185",775,"4710 North","Kedzie Ave","09/18/2006",15500,"North Bound: 8100 / South Bound: 7400","(41.966963, -87.708429)",c(-87.708429, 41.966963)
"1186",1257,"8600 South","Burley Ave","10/18/2006",16600,"North Bound: 7800 / South Bound: 8800","(41.739248, -87.54536)",c(-87.54536, 41.739248)
"1187",1026,"700 South","Halsted St","10/25/2006",25300,"North Bound: 11800 / South Bound: 13500","(41.87346, -87.647091)",c(-87.647091, 41.87346)
"1188",112,"1918 South","Clark St","03/15/2006",14800,"North Bound: 8500 / South Bound: 6300","(41.855964, -87.630176)",c(-87.630176, 41.855964)
"1189",858,"5947 North","Canfield Ave","08/31/2006",16700,"North Bound: 8200 / South Bound: 8500","(41.988233, -87.822826)",c(-87.822826, 41.988233)
"1190",312,"1640 West","Roosevelt Rd","04/25/2006",28200,"East Bound: 13900 / West Bound: 14300","(41.86686, -87.668106)",c(-87.668106, 41.86686)
"1191",954,"901 West","Addison Ave","08/15/2006",16400,"East Bound: 8500 / West Bound: 7900","(41.947284, -87.651946)",c(-87.651946, 41.947284)
"1192",998,"3643 North","Western Ave","08/31/2006",45300,"North Bound: 21600 / South Bound: 23700","(41.948031, -87.688293)",c(-87.688293, 41.948031)
"1193",450,"54 West","Chicago Ave","09/19/2006",23000,"East Bound: 11700 / West Bound: 11300","(41.896651, -87.630189)",c(-87.630189, 41.896651)
"1194",1182,"2119 South","Pulaski Rd","09/12/2006",20200,"North Bound: 10600 / South Bound: 9600","(41.852808, -87.724789)",c(-87.724789, 41.852808)
"1195",429,"2531 West","51st St","01/09/2007",20200,"East Bound: 10300 / West Bound: 9900","(41.801077, -87.688258)",c(-87.688258, 41.801077)
"1196",669,"4065 North","Narragansett Ave","10/10/2006",26800,"North Bound: 12600 / South Bound: 14200","(41.954774, -87.78662)",c(-87.78662, 41.954774)
"1197",906,"4459 North","Narragansett Ave","08/22/2006",20700,"North Bound: 9800 / South Bound: 10900","(41.962045, -87.786866)",c(-87.786866, 41.962045)
"1198",784,"3150 South","State St","10/18/2006",21800,"North Bound: 11100 / South Bound: 10700","(41.836451, -87.626742)",c(-87.626742, 41.836451)
"1199",798,"4732 South","Pulaski Rd","08/15/2006",45700,"North Bound: 23900 / South Bound: 21800","(41.806868, -87.723555)",c(-87.723555, 41.806868)
"1200",1336,"400 West","Randolph St","09/19/2006",18500,"West Bound: 18500/ Oneway West Bound","(41.884455, -87.637906)",c(-87.637906, 41.884455)
"1201",1060,"165 North","Canal St","01/24/2007",10200,"North Bound: 10200 / / Oneway North Bound","(41.885079, -87.639827)",c(-87.639827, 41.885079)
"1202",502,"3542 West","Lake St","11/13/2006",9400,"East Bound: 3700 / West Bound: 5700","(41.884876, -87.715267)",c(-87.715267, 41.884876)
"1203",364,"6400 South","Richards Dr","05/04/2006",8200,"North Bound: 2900 / South Bound: 5300","(41.778678, -87.579568)",c(-87.579568, 41.778678)
"1204",1218,"4201 South","Pulaski Rd","08/15/2006",56700,"North Bound: 30700 / South Bound: 26000","(41.816892, -87.723904)",c(-87.723904, 41.816892)
"1205",1362,"222 East","South Water Upper Ave","09/26/2006",5800,"East Bound: 3300 / West Bound: 2500","(41.886919, -87.621577)",c(-87.621577, 41.886919)
"1206",1369,"6441 South","Coast Guard Dr","09/20/2006",53400,"North Bound: 28100 / South Bound: 25300","(41.777523, -87.575589)",c(-87.575589, 41.777523)
"1207",618,"1142 South","Sacramento Ave","10/10/2006",20000,"North Bound: 10400 / South Bound: 9600","(41.866927, -87.700802)",c(-87.700802, 41.866927)
"1208",1241,"5632 South","Morgan St","10/11/2006",4500,"North Bound: 2500 / South Bound: 2000","(41.791415, -87.649947)",c(-87.649947, 41.791415)
"1209",463,"15 West","Madison St","10/03/2006",11500,"West Bound: 11500/ Oneway West Bound","(41.882024, -87.628403)",c(-87.628403, 41.882024)
"1210",928,"3120 West","Diversey Ave","08/10/2006",18500,"East Bound: 8800 / West Bound: 9700","(41.932037, -87.705896)",c(-87.705896, 41.932037)
"1211",641,"2609 North","Kimball Ave","10/09/2006",16100,"North Bound: 7900 / South Bound: 8200","(41.928608, -87.712206)",c(-87.712206, 41.928608)
"1212",1096,"2666 West","Grand Ave","11/13/2006",18800,"East Bound: 9500 / West Bound: 9300","(41.893314, -87.694126)",c(-87.694126, 41.893314)
"1213",567,"4521 North","Central Ave","08/23/2006",27600,"North Bound: 13900 / South Bound: 13700","(41.962998, -87.767323)",c(-87.767323, 41.962998)
"1214",690,"6082 North","Lincoln Ave","08/15/2006",35600,"North Bound: 18100 / South Bound: 17500","(41.992962, -87.711563)",c(-87.711563, 41.992962)
"1215",497,"1540 West","Jackson Blvd","10/05/2006",6600,"East Bound: 6600 / / Oneway East Bound","(41.877635, -87.665993)",c(-87.665993, 41.877635)
"1216",978,"1434 West","Fullerton Ave","08/16/2006",24400,"East Bound: 12100 / West Bound: 12300","(41.925199, -87.664619)",c(-87.664619, 41.925199)
"1217",1066,"1020 West","Chicago Ave","10/18/2006",25500,"East Bound: 13200 / West Bound: 12300","(41.896292, -87.653604)",c(-87.653604, 41.896292)
"1218",778,"5800 North","Cicero Ave","08/08/2006",22700,"North Bound: 11500 / South Bound: 11200","(41.986165, -87.748308)",c(-87.748308, 41.986165)
"1219",885,"3731 North","Harlem Ave","10/25/2006",32100,"North Bound: 17500 / South Bound: 14600","(41.94802, -87.807101)",c(-87.807101, 41.94802)
"1220",153,"1620 West","99th Street","03/21/2006",11300,"East Bound: 4200 / West Bound: 7100","(41.713939, -87.664213)",c(-87.664213, 41.713939)
"1221",61,"8127 South","Jeffery Blvd","03/08/2006",13400,"North Bound: 6500 / South Bound: 6900","(41.747152, -87.575902)",c(-87.575902, 41.747152)
"1222",19,"6820 South","Cottage Grove Ave","02/01/2006",21700,"North Bound: 10300 / South Bound: 11400","(41.770685, -87.605711)",c(-87.605711, 41.770685)
"1223",186,"850 East","79th St","03/28/2006",16300,"East Bound: 7300 / West Bound: 9000","(41.75131, -87.603145)",c(-87.603145, 41.75131)
"1224",224,"120 West","Garfield Blvd","03/22/2006",38700,"East Bound: 20200 / West Bound: 18500","(41.794582, -87.629567)",c(-87.629567, 41.794582)
"1225",918,"3317 West","Belmont Ave","10/16/2006",32700,"East Bound: 14500 / West Bound: 18200","(41.939303, -87.710743)",c(-87.710743, 41.939303)
"1226",84,"5625 South","State St","03/07/2006",16100,"North Bound: 8800 / South Bound: 7300","(41.792077, -87.625634)",c(-87.625634, 41.792077)
"1227",1055,"1345 North","Ashland Ave","08/31/2006",35000,"North Bound: 18200 / South Bound: 16800","(41.906421, -87.667574)",c(-87.667574, 41.906421)
"1228",77,"6848 South","South Shore Dr","03/09/2006",35100,"North Bound: 17900 / South Bound: 17200","(41.770241, -87.566558)",c(-87.566558, 41.770241)
"1229",1080,"730 North","Damen Ave","08/16/2006",15600,"North Bound: 8200 / South Bound: 7400","(41.895021, -87.677026)",c(-87.677026, 41.895021)
"1230",201,"71 East","87th Street","03/28/2006",24600,"East Bound: 12500 / West Bound: 12100","(41.736399, -87.621325)",c(-87.621325, 41.736399)
"1231",306,"6830 South","Morgan St","03/09/2006",4200,"North Bound: 1900 / South Bound: 2300","(41.769644, -87.649382)",c(-87.649382, 41.769644)
"1232",742,"180 North","La Salle St","09/21/2006",22800,"North Bound: 12300 / South Bound: 10500","(41.885449, -87.632438)",c(-87.632438, 41.885449)
"1233",479,"2719 West","35th St","09/26/2006",11600,"East Bound: 4800 / West Bound: 6800","(41.830119, -87.693144)",c(-87.693144, 41.830119)
"1234",939,"5437 North","Kimball Ave","08/15/2006",13900,"North Bound: 6900 / South Bound: 7000","(41.98049, -87.713663)",c(-87.713663, 41.98049)
"1235",1209,"5940 South","Harlem Ave","09/12/2006",63700,"North Bound: 31900 / South Bound: 31800","(41.783408, -87.80116)",c(-87.80116, 41.783408)
"1236",540,"225 South","Canal St","10/03/2006",12100,"North Bound: 12100/ Oneway North Bound","(41.878519, -87.639575)",c(-87.639575, 41.878519)
"1237",401,"852 North","Ashland Ave","08/31/2006",34400,"North Bound: 17100 / South Bound: 17300","(41.897607, -87.667335)",c(-87.667335, 41.897607)
"1238",652,"3658 North","Central Ave","11/13/2006",23800,"North Bound: 12300 / South Bound: 11500","(41.947672, -87.766819)",c(-87.766819, 41.947672)
"1239",108,"8822 South","Ashland Ave","03/14/2006",27800,"North Bound: 15200 / South Bound: 12600","(41.733288, -87.662994)",c(-87.662994, 41.733288)
"1240",131,"2446 South","Western Ave","03/14/2006",25500,"North Bound: 12800 / South Bound: 12700","(41.847006, -87.685499)",c(-87.685499, 41.847006)
"1241",282,"1115 West","59th St","04/27/2006",16300,"East Bound: 8200 / West Bound: 8100","(41.78691, -87.652961)",c(-87.652961, 41.78691)
"1242",252,"217 East","31st St","04/25/2006",14000,"East Bound: 6000 / West Bound: 8000","(41.838373, -87.621143)",c(-87.621143, 41.838373)
"1243",352,"538 South","Clinton St","10/02/2006",7300,"South Bound: 7300/ Oneway South Bound","(41.874389, -87.640956)",c(-87.640956, 41.874389)
"1244",525,"740 West","Addison St","08/15/2006",12900,"East Bound: 7200 / West Bound: 5700","(41.947325, -87.648813)",c(-87.648813, 41.947325)
"1245",865,"3450 North","Cumberland Ave","10/25/2006",33000,"North Bound: 15900 / South Bound: 17100","(41.941973, -87.836292)",c(-87.836292, 41.941973)
"1246",369,"1130 South","Wabash Ave","05/02/2006",11500,"North Bound: 5000 / South Bound: 6500","(41.86832, -87.625851)",c(-87.625851, 41.86832)
"1247",144,"7648 South","Stony Island Ave","03/14/2006",72900,"North Bound: 38900 / South Bound: 34000","(41.755119, -87.586125)",c(-87.586125, 41.755119)
"1248",1010,"220 West","Washington St","09/26/2006",14600,"East Bound: 14600 / / Oneway East Bound","(41.883208, -87.634482)",c(-87.634482, 41.883208)
"1249",386,"11335 South","Michigan Ave","09/06/2006",11900,"North Bound: 6300 / South Bound: 5600","(41.687943, -87.620988)",c(-87.620988, 41.687943)
"1250",99,"711 South","Ashland Ave","03/21/2006",38700,"North Bound: 21100 / South Bound: 17600","(41.872567, -87.66656)",c(-87.66656, 41.872567)
"1251",1005,"148 North","Austin Ave","10/26/2006",31500,"North Bound: 16400 / South Bound: 15100","(41.883496, -87.77476)",c(-87.77476, 41.883496)
"1252",1085,"77 South","Dearborn St","09/19/2006",18500,"North Bound: 18500 / / Oneway North Bound","(41.880734, -87.629368)",c(-87.629368, 41.880734)
"1253",993,"2519 North","Racine Ave","11/16/2006",11300,"North Bound: 5700 / South Bound: 5600","(41.927677, -87.65853)",c(-87.65853, 41.927677)
"1254",1280,"28 West","111th St","08/29/2006",12800,"East Bound: 6200 / West Bound: 6600","(41.692571, -87.624189)",c(-87.624189, 41.692571)
"1255",338,"1015 West","Harrison St","04/26/2006",15000,"East Bound: 6700 / West Bound: 8300","(41.87436, -87.652225)",c(-87.652225, 41.87436)
"1256",706,"210 North","Halsted St","10/02/2006",20300,"North Bound: 9400 / South Bound: 10900","(41.886044, -87.647485)",c(-87.647485, 41.886044)
"1257",583,"11027 South","Pulaski Rd","08/22/2006",32900,"North Bound: 15900 / South Bound: 17000","(41.692257, -87.720366)",c(-87.720366, 41.692257)
"1258",239,"6710 South","Racine Ave","03/23/2006",11300,"North Bound: 5400 / South Bound: 5900","(41.772, -87.654299)",c(-87.654299, 41.772)
"1259",1117,"37 South","La Salle St","09/21/2006",16200,"North Bound: 8500 / South Bound: 7700","(41.880972, -87.632336)",c(-87.632336, 41.880972)
"1260",837,"112 North","California Ave","10/09/2006",5100,"North Bound: 3200 / South Bound: 1900","(41.883343, -87.696348)",c(-87.696348, 41.883343)
"1261",603,"5443 South","California Ave","08/17/2006",18600,"North Bound: 8800 / South Bound: 9800","(41.794209, -87.693813)",c(-87.693813, 41.794209)
"1262",685,"5243 North","Broadway","08/24/2006",25000,"North Bound: 12800 / South Bound: 12200","(41.977627, -87.659904)",c(-87.659904, 41.977627)
"1263",814,"2600 East","122nd St","08/29/2006",4200,"East Bound: 2200 / West Bound: 2000","(41.673764, -87.560855)",c(-87.560855, 41.673764)
"1264",725,"6204 West","Irving Park Rd","08/24/2006",31000,"East Bound: 14300 / West Bound: 16700","(41.952978, -87.781878)",c(-87.781878, 41.952978)
"1265",530,"3900 West","31st St","09/14/2006",20100,"East Bound: 9100 / West Bound: 11000","(41.836923, -87.721956)",c(-87.721956, 41.836923)
"1266",1176,"3026 South","Homan Ave","09/14/2006",2000,"North Bound: 2000 / / Oneway North Bound","(41.83815, -87.709739)",c(-87.709739, 41.83815)
"1267",1301,"9608 South","Jeffery Ave","09/06/2006",8000,"North Bound: 4500 / South Bound: 3500","(41.720377, -87.575308)",c(-87.575308, 41.720377)
